subevent_id,results_url,name,series,year
12F87D77-9DE0-4D6C-A95E-A6309C7EB84A,https://www.ironman.com/im703-emilia-romagna-results,Italy Emilia-Romagna,IRONMAN-70.3,2021
8C342BC2-182A-E911-A972-000D3A36478D,https://www.ironman.com/im703-emilia-romagna-results,Italy Emilia-Romagna,IRONMAN-70.3,2019
60F13C14-634F-46B8-8380-675CD7663C93,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2023
E41F3BE9-8B5F-47CB-8A05-0F85EC2CD3BA,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2022
35C00DD2-ABDD-4AB3-BC84-13EB59D7BC15,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2021
C48510E3-68A5-E811-A966-000D3A37468C,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2019
8B625E16-3E87-E711-9419-005056951BF1,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2018
7F48E3E3-BC6B-E611-940F-005056951BF1,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2017
69710B81-ED65-E511-9409-005056951BF1,https://www.ironman.com/im703-jonkoping-results,Jonkoping,IRONMAN-70.3,2016
CF9CD1BD-C45B-4B80-9E94-BB07529DF6F2,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2023
E5CD015C-7CA0-4A1C-B334-683FC2EE7F5F,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2022
57437A4E-CB89-E811-941F-005056951BF1,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2019
3EE31510-CE61-E711-9418-005056951BF1,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2018
43D381E1-1345-E611-940F-005056951BF1,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2017
8179DC29-942C-E511-9403-005056951BF1,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2016
47FD0416-F144-E411-93F8-005056951BF1,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2015
E6F384C4-195E-E411-93FA-005056951BF1,https://www.ironman.com/im703-kraichgau-results,Kraichgau,IRONMAN-70.3,2014
4AA22FE4-0FEB-42AF-A56D-EF33046B4DF9,https://www.ironman.com/im703-les-sables-dolonne-results,Les Sables d'Olonne-Vendée,IRONMAN-70.3,2023
6FA330E5-5F3C-4159-B9EB-24ABB36C4CB7,https://www.ironman.com/im703-les-sables-dolonne-results,Les Sables d'Olonne-Vendée,IRONMAN-70.3,2022
7BC57BB0-C033-48B0-B02B-1B55AE655982,https://www.ironman.com/im703-les-sables-dolonne-results,Les Sables d'Olonne-Vendée,IRONMAN-70.3,2021
FDAE1F9D-BCAC-E911-A986-000D3A364086,https://www.ironman.com/im703-les-sables-dolonne-results,Les Sables d'Olonne-Vendée,IRONMAN-70.3,2020
A752822C-A2B2-E811-A96C-000D3A364086,https://www.ironman.com/im703-les-sables-dolonne-results,Les Sables d'Olonne-Vendée,IRONMAN-70.3,2019
8B5E285B-68DA-4C26-B8CC-015C01CA8FB2,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2023
8778C3E9-E5DF-4279-BF51-BB00EF54BE82,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2022
23EFEB24-550D-4267-8B2F-1B312807D215,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2021
27FA8370-40A2-E811-A960-000D3A3740B7,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2019
1918DF7E-F980-E711-9418-005056951BF1,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2018
4B8E714D-4070-E611-940F-005056951BF1,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2017
535EE818-753F-E511-9409-005056951BF1,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2016
0B5F4130-E404-4D1D-A63F-7656095C07FA,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2015
FD4852B5-7A15-E311-9EC7-005056956277,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2014
B97CA351-1ED9-E211-AF98-005056956277,https://www.ironman.com/im703-luxembourg-results,Luxembourg Remich-Région Moselle,IRONMAN-70.3,2013
53B38E94-E735-46C4-B4B2-2DF7F15F259A,https://www.ironman.com/im703-marbella-results,Marbella,IRONMAN-70.3,2023
36434070-4BC3-4FE0-B9FF-B57D4A553D3C,https://www.ironman.com/im703-marbella-results,Marbella,IRONMAN-70.3,2022
7F6A5C22-0739-4AD3-9FFA-9D9BA44890FC,https://www.ironman.com/im703-marbella-results,Marbella,IRONMAN-70.3,2021
F4805AB5-C889-E811-941F-005056951BF1,https://www.ironman.com/im703-marbella-results,Marbella,IRONMAN-70.3,2019
FA267633-3E3A-E711-9417-005056951BF1,https://www.ironman.com/im703-marbella-results,Marbella,IRONMAN-70.3,2018
